delete,dq,matches_played,qual_average,rank,team_key,losses,wins,ties,ranking_score,cargo,hatch,hab,sandstorm_bonus,ranking_points
9,0,12,,10,frc188,4,8,0,1.58,210,114,96,123,19
10,0,12,,11,frc6987,6,6,0,1.5,189,64,138,141,18
11,0,12,,12,frc5409,5,7,0,1.5,183,60,126,156,18
12,0,12,,13,frc4015,5,7,0,1.5,174,76,132,138,18
13,0,12,,14,frc4152,5,7,0,1.5,165,144,150,159,18
14,0,12,,15,frc2994,6,6,0,1.5,129,84,150,162,18
15,0,12,,16,frc4946,7,5,0,1.41,213,112,144,138,17
16,0,12,,17,frc4519,5,6,1,1.41,213,72,132,153,17
17,0,12,,18,frc2852,5,7,0,1.41,156,96,123,174,17
18,0,12,,19,frc5036,5,6,1,1.33,258,68,114,147,16
19,0,12,,20,frc4951,5,5,2,1.33,225,72,123,156,16
20,0,12,,21,frc6110,5,6,1,1.33,177,94,117,141,16
21,0,12,,22,frc7735,6,6,0,1.33,174,68,135,153,16
22,0,12,,23,frc6070,5,7,0,1.33,141,86,108,165,16
23,0,12,,24,frc6514,6,6,0,1.33,105,70,123,153,16
24,0,12,,25,frc7267,6,6,0,1.25,204,82,96,144,15
25,0,12,,26,frc7710,6,5,1,1.25,120,82,117,153,15
26,0,12,,27,frc7690,6,6,0,1.25,84,88,114,135,15
27,0,12,,28,frc7614,7,5,0,1.16,174,72,111,135,14
28,0,12,,29,frc6866,7,5,0,1.08,177,60,114,162,13
29,0,12,,30,frc4783,7,4,1,1.08,150,80,129,159,13
30,0,12,,31,frc7564,8,4,0,1.08,108,62,126,165,13
31,0,12,,32,frc4525,7,4,1,1,129,78,114,123,12
32,0,12,,33,frc5426,8,4,0,0.91,153,74,105,162,11
33,0,12,,34,frc6975,8,3,1,0.91,135,76,120,129,11
34,0,12,,35,frc6859,9,3,0,0.75,135,58,120,147,9
35,0,12,,36,frc7712,9,3,0,0.75,126,62,102,135,9
36,0,12,,37,frc4704,9,3,0,0.66,150,62,93,120,8
37,0,12,,38,frc3571,9,2,1,0.66,132,56,81,135,8
38,0,12,,39,frc2708,9,3,0,0.66,114,74,111,135,8
39,0,12,,40,frc6864,10,2,0,0.5,159,52,120,156,6
0,0,12,,1,frc5406,1,11,0,2.91,306,128,189,171,35
1,0,12,,2,frc188,2,10,0,2.58,270,98,180,144,31
2,0,12,,3,frc1285,3,9,0,2.25,222,64,171,138,27
3,0,12,,4,frc746,4,8,0,2.16,153,52,201,171,26
4,0,12,,5,frc6867,1,11,0,2.08,228,158,141,174,25
5,0,12,,6,frc5036,3,9,0,1.91,252,82,141,138,23
6,0,12,,7,frc5024,5,7,0,1.91,207,62,171,165,23
7,0,12,,8,frc6878,4,8,0,1.58,195,92,108,171,19
8,0,12,,9,frc6162,6,6,0,1.58,150,52,120,129,19
9,0,12,,10,frc4939,4,8,0,1.5,216,88,102,144,18
10,0,12,,11,frc5719,5,7,0,1.5,198,58,138,162,18
11,0,12,,12,frc7690,6,6,0,1.41,243,54,129,168,17
12,0,12,,13,frc5039,5,7,0,1.41,222,64,123,165,17
13,0,12,,14,frc1334,6,6,0,1.33,186,62,126,150,16
14,0,12,,15,frc2706,6,6,0,1.25,207,88,93,144,15
15,0,12,,16,frc7456,7,5,0,1.25,198,54,129,138,15
16,0,12,,17,frc6397,6,6,0,1.25,180,52,117,150,15
17,0,12,,18,frc5076,7,5,0,1.08,219,92,105,165,13
18,0,12,,19,frc1246,7,5,0,1.08,204,32,129,144,13
19,0,12,,20,frc7520,7,5,0,1,195,74,102,168,12
20,0,12,,21,frc5911,8,4,0,1,132,60,102,123,12
21,0,12,,22,frc6866,7,5,0,0.91,243,54,96,162,11
22,0,12,,23,frc7136,8,4,0,0.91,222,42,117,129,11
23,0,12,,24,frc6342,8,4,0,0.91,180,70,114,123,11
24,0,12,,25,frc7476,9,3,0,0.83,204,72,117,135,10
25,0,12,,26,frc5031,8,4,0,0.75,177,56,102,171,9
26,0,12,,27,frc4252,9,3,0,0.75,162,42,96,129,9
27,0,12,,28,frc4308,9,3,0,0.66,222,78,102,144,8
28,0,12,,29,frc7710,9,3,0,0.66,135,70,114,171,8
29,0,12,,30,frc919,10,2,0,0.5,156,50,78,141,6
0,0,12,,1,frc1114,0,11,1,3,246,128,195,135,36
1,0,12,,2,frc3683,1,11,0,2.33,249,118,138,165,28
2,0,12,,3,frc7603,1,11,0,2.33,195,76,156,141,28
3,0,12,,4,frc4039,3,9,0,2.08,228,110,162,153,25
4,0,12,,5,frc7558,5,7,0,1.83,183,56,192,126,22
5,0,12,,6,frc746,5,7,0,1.75,141,54,177,138,21
6,0,12,,7,frc6978,5,7,0,1.58,150,68,153,132,19
7,0,12,,8,frc4939,5,7,0,1.58,141,100,147,147,19
8,0,12,,9,frc5834,7,5,0,1.5,189,58,183,147,18
9,0,12,,10,frc1310,6,6,0,1.41,219,80,141,156,17
10,0,12,,11,frc1374,5,6,1,1.41,216,64,156,156,17
11,0,12,,12,frc5031,6,6,0,1.41,183,62,132,117,17
12,0,12,,13,frc854,6,6,0,1.41,162,102,153,156,17
13,0,12,,14,frc7509,5,7,0,1.41,153,90,141,156,17
14,0,12,,15,frc6513,6,5,1,1.41,138,70,150,141,17
15,0,12,,16,frc4308,6,6,0,1.33,198,70,123,135,16
16,0,12,,17,frc6977,6,6,0,1.33,156,54,126,132,16
17,0,12,,18,frc2198,6,5,1,1.25,153,46,144,135,15
18,0,12,,19,frc907,7,5,0,1.16,165,58,162,162,14
19,0,12,,20,frc7723,6,5,1,1.16,150,68,141,141,14
20,0,12,,21,frc2935,7,5,0,1.08,216,48,129,162,13
21,0,12,,22,frc865,7,5,0,1.08,198,74,129,150,13
22,0,12,,23,frc5870,7,5,0,1.08,147,64,114,165,13
23,0,12,,24,frc6141,7,4,1,1.08,129,62,126,138,13
24,0,12,,25,frc2405,7,5,0,1,207,40,102,132,12
25,0,12,,26,frc7013,8,4,0,0.91,114,66,114,144,11
26,0,12,,27,frc7623,8,4,0,0.83,174,64,120,159,10
27,0,12,,28,frc7480,8,4,0,0.83,165,58,111,147,10
28,0,12,,29,frc7902,8,4,0,0.83,138,64,114,138,10
29,0,12,,30,frc6009,8,4,0,0.83,120,46,123,147,10
30,0,12,,31,frc771,8,4,0,0.75,117,134,117,156,9
31,0,12,,32,frc4343,9,3,0,0.66,168,88,129,153,8
0,0,12,,1,frc2056,0,12,0,3.33,330,186,192,159,40
1,0,12,,2,frc3683,1,10,1,2.5,303,148,144,159,30
2,0,12,,3,frc1241,2,10,0,2.33,315,152,120,162,28
3,0,12,,4,frc4678,3,8,1,2.16,213,76,168,165,26
4,0,12,,5,frc4976,5,7,0,2.16,207,74,174,147,26
5,0,12,,6,frc7664,3,9,0,1.91,258,82,135,132,23
6,0,12,,7,frc4069,5,6,1,1.83,183,80,177,138,22
7,0,12,,8,frc5483,4,8,0,1.75,210,92,123,135,21
8,0,12,,9,frc772,5,7,0,1.66,207,80,135,141,20
9,0,12,,10,frc4917,7,5,0,1.58,165,98,171,132,19
10,0,12,,11,frc5039,4,8,0,1.5,264,82,99,150,18
11,0,12,,12,frc6992,4,7,1,1.5,225,68,105,156,18
12,0,12,,13,frc3756,6,6,0,1.41,168,104,102,162,17
13,0,12,,14,frc5912,6,5,1,1.25,252,96,111,129,15
14,0,12,,15,frc7022,6,5,1,1.25,228,68,111,135,15
15,0,12,,16,frc4968,8,4,0,1.25,198,72,138,150,15
16,0,12,,17,frc2702,6,6,0,1.25,195,112,105,138,15
17,0,12,,18,frc2609,6,6,0,1.25,171,110,123,165,15
18,0,12,,19,frc7800,6,6,0,1.25,156,58,117,156,15
19,0,12,,20,frc4920,6,5,1,1.25,138,60,114,147,15
20,0,12,,21,frc4814,6,6,0,1.16,231,94,90,144,14
21,0,12,,22,frc5032,7,4,1,1.08,177,68,114,126,13
22,0,12,,23,frc4617,8,4,0,1.08,150,68,117,150,13
23,0,12,,24,frc6875,7,4,1,1.08,120,70,105,162,13
24,0,12,,25,frc5672,7,4,1,1,201,78,96,138,12
25,0,12,,26,frc3739,7,4,1,0.91,204,60,102,156,11
26,0,12,,27,frc7722,8,4,0,0.91,192,56,111,159,11
27,0,12,,28,frc7475,9,3,0,0.91,147,58,114,123,11
28,0,12,,29,frc6330,8,3,1,0.83,159,44,96,108,10
29,0,12,,30,frc6854,9,3,0,0.83,141,54,129,129,10
30,0,12,,31,frc3161,8,4,0,0.75,156,52,102,129,9
31,0,12,,32,frc6856,9,3,0,0.75,153,58,75,135,9
0,0,12,,1,frc1114,0,12,0,3.33,306,176,219,141,40
1,0,12,,2,frc1285,1,11,0,2.75,252,90,186,174,33
2,0,12,,3,frc4936,3,8,1,2.16,213,98,210,165,26
3,0,12,,4,frc7136,4,8,0,2.08,270,86,177,144,25
4,0,12,,5,frc4688,4,8,0,2.08,249,110,189,171,25
5,0,12,,6,frc6544,4,8,0,2.08,225,70,201,171,25
6,0,12,,7,frc4039,5,6,1,2,282,136,222,162,24
7,0,12,,8,frc2852,5,6,1,2,252,120,204,162,24
8,0,12,,9,frc772,5,7,0,2,240,76,195,153,24
9,0,12,,10,frc5885,4,7,1,2,162,142,216,177,24
10,0,12,,11,frc4903,3,9,0,1.91,264,118,156,153,23
11,0,12,,12,frc5409,5,7,0,1.91,219,76,183,168,23
12,0,12,,13,frc7058,6,6,0,1.91,189,60,183,153,23
13,0,12,,14,frc865,5,7,0,1.83,267,120,177,153,22
14,0,12,,15,frc4992,5,7,0,1.75,201,108,138,147,21
15,0,12,,16,frc4920,7,5,0,1.75,201,68,207,147,21
16,0,12,,17,frc5408,5,7,0,1.75,192,98,165,144,21
17,0,12,,18,frc2634,5,7,0,1.66,201,164,138,177,20
18,1,12,,19,frc4932,6,5,0,1.66,195,70,189,147,20
19,1,12,,20,frc4938,3,7,1,1.66,192,96,117,141,20
20,0,12,,21,frc2198,5,7,0,1.66,177,122,114,159,20
21,0,12,,22,frc7480,6,6,0,1.58,195,104,162,165,19
22,0,12,,23,frc4940,6,6,0,1.5,198,66,153,156,18
23,0,12,,24,frc5911,6,6,0,1.5,171,98,150,150,18
24,0,12,,25,frc6881,7,5,0,1.41,147,98,141,141,17
25,0,12,,26,frc771,6,6,0,1.33,159,134,138,165,16
26,0,12,,27,frc5689,8,4,0,1.25,225,58,162,153,15
27,0,12,,28,frc7757,7,4,1,1.25,210,72,147,165,15
28,0,12,,29,frc5821,7,5,0,1.25,180,88,129,132,15
29,1,12,,30,frc6331,6,5,0,1.16,222,46,135,153,14
30,0,12,,31,frc6725,9,3,0,1.16,192,60,159,165,14
31,0,12,,32,frc7800,9,3,0,1.16,147,74,150,138,14
32,0,12,,33,frc2935,8,4,0,1.08,204,50,147,153,13
33,0,12,,34,frc4595,8,4,0,1.08,183,62,141,150,13
34,0,12,,35,frc5426,8,4,0,1,192,100,129,159,12
35,1,12,,36,frc6537,8,3,0,1,189,38,135,108,12
36,0,12,,37,frc6202,8,4,0,1,186,72,132,162,12
37,0,12,,38,frc6875,9,3,0,0.83,192,46,126,162,10
38,0,12,,39,frc773,8,4,0,0.75,186,62,75,129,9
39,0,12,,40,frc6052,9,3,0,0.75,165,70,120,141,9
0,0,7,,1,frc6443,2,5,0,2.28,60,68,120,96,16
1,0,7,,2,frc1540,2,5,0,2.14,84,72,117,72,15
2,0,7,,3,frc6343,1,6,0,2.14,72,48,87,72,15
3,0,7,,4,frc7034,2,5,0,2,72,58,90,75,14
4,0,7,,5,frc2471,3,4,0,1.71,66,52,96,66,12
5,0,7,,6,frc4662,2,5,0,1.57,60,36,66,75,11
6,0,7,,7,frc2811,3,4,0,1.57,48,18,72,69,11
7,0,7,,8,frc1359,4,3,0,1.42,75,50,96,75,10
8,0,7,,9,frc3636,3,4,0,1.42,75,30,63,84,10
9,0,7,,10,frc2411,3,4,0,1.42,66,30,69,90,10
10,0,7,,11,frc5975,3,4,0,1.42,54,44,84,75,10
11,0,7,,12,frc2374,3,4,0,1.28,54,30,57,69,9
12,0,7,,13,frc997,3,4,0,1.28,51,48,60,84,9
13,0,7,,14,frc2733,5,2,0,1.14,63,48,96,72,8
14,0,7,,15,frc4043,4,3,0,1,84,42,57,63,7
15,0,7,,16,frc957,5,2,0,0.85,48,38,75,66,6
16,0,7,,17,frc4692,5,2,0,0.71,75,26,57,96,5
17,0,7,,18,frc2521,6,1,0,0.71,72,44,78,69,5
18,0,7,,19,frc1425,5,2,0,0.71,66,22,57,66,5
19,0,7,,20,frc753,6,1,0,0.42,27,32,51,54,3
0,0,12,,1,frc4488,2,10,0,2.83,252,134,222,162,34
1,0,12,,2,frc3674,3,9,0,2.5,291,136,213,168,30
2,0,12,,3,frc6443,4,8,0,2.25,228,112,222,171,27
3,0,12,,4,frc4043,1,11,0,2.16,324,180,141,165,26
4,0,12,,5,frc6465,2,10,0,2.16,252,110,147,159,26
5,0,12,,6,frc2811,5,7,0,2.08,249,82,225,168,25
6,0,12,,7,frc2471,4,8,0,2.08,225,120,195,150,25
7,0,12,,8,frc4057,5,7,0,2,156,164,210,135,24
8,0,12,,9,frc997,4,8,0,1.91,288,112,189,162,23
9,0,12,,10,frc4662,4,8,0,1.91,249,106,159,165,23
10,0,12,,11,frc6343,5,7,0,1.83,207,82,180,141,22
11,0,12,,12,frc955,4,8,0,1.83,201,144,147,165,22
12,0,12,,13,frc2521,5,7,0,1.75,228,140,171,147,21
13,0,12,,14,frc6445,6,6,0,1.58,291,102,171,123,19
14,0,12,,15,frc2898,5,7,0,1.58,213,140,135,165,19
15,0,12,,16,frc5468,6,6,0,1.5,240,152,150,126,18
16,0,12,,17,frc5198,7,5,0,1.5,192,102,171,162,18
17,0,12,,18,frc2733,6,6,0,1.5,183,164,156,138,18
18,0,12,,19,frc4127,7,5,0,1.5,174,112,180,162,18
19,0,12,,20,frc5975,8,4,0,1.5,141,92,168,135,18
20,0,12,,21,frc1571,6,6,0,1.41,231,80,135,168,17
21,0,12,,22,frc957,7,5,0,1.41,174,122,168,138,17
22,0,12,,23,frc1432,8,4,0,1.41,105,132,204,147,17
23,0,12,,24,frc5970,7,5,0,1.33,231,90,153,141,16
24,0,12,,25,frc2374,7,5,0,1.33,207,102,150,153,16
25,0,12,,26,frc2635,8,4,0,1.16,234,106,165,150,14
26,0,12,,27,frc3192,7,5,0,1.16,219,84,141,162,14
27,0,12,,28,frc7204,8,4,0,1.16,165,80,144,123,14
28,0,12,,29,frc5450,7,5,0,1.08,255,74,126,141,13
29,0,12,,30,frc4110,7,5,0,1.08,252,86,126,150,13
30,0,12,,31,frc7448,8,4,0,1.08,201,76,147,129,13
31,0,12,,32,frc2411,8,4,0,1.08,171,84,162,150,13
32,0,12,,33,frc847,8,4,0,1,219,94,132,150,12
33,0,12,,34,frc3812,8,4,0,1,183,90,144,159,12
34,0,12,,35,frc1510,9,3,0,0.75,249,106,126,123,9
35,0,12,,36,frc7032,10,2,0,0.5,186,86,129,138,6
0,0,12,,1,frc1540,1,11,0,2.5,234,186,171,153,30
1,0,12,,2,frc1425,2,10,0,2.41,258,128,198,132,29
2,0,12,,3,frc4488,4,7,1,2.08,201,102,192,168,25
3,0,12,,4,frc2471,4,8,0,2.08,168,84,192,123,25
4,0,12,,5,frc5085,2,10,0,2,273,88,147,126,24
5,0,12,,6,frc2898,3,9,0,1.91,189,142,138,117,23
6,0,12,,7,frc3024,5,6,1,1.91,153,78,207,120,23
7,0,12,,8,frc1432,6,6,0,1.83,183,86,210,150,22
8,0,12,,9,frc7034,3,8,1,1.75,195,92,111,144,21
9,0,12,,10,frc6845,3,8,1,1.66,291,112,132,141,20
10,0,12,,11,frc2550,4,7,1,1.66,219,134,153,153,20
11,0,12,,12,frc2521,5,7,0,1.66,195,106,138,138,20
12,0,12,,13,frc3674,3,8,1,1.58,261,88,138,147,19
13,0,12,,14,frc6696,4,7,1,1.5,192,86,129,168,18
14,0,12,,15,frc2915,4,6,2,1.41,228,112,123,117,17
15,0,12,,16,frc4060,6,5,1,1.41,159,110,186,150,17
16,0,12,,17,frc5975,5,7,0,1.33,138,52,138,120,16
17,0,12,,18,frc3131,5,6,1,1.25,219,84,120,159,15
18,0,12,,19,frc6465,6,6,0,1.25,189,74,147,135,15
19,0,12,,20,frc1359,6,5,1,1.25,162,108,138,141,15
20,0,12,,21,frc3636,6,5,1,1.16,246,74,126,132,14
21,0,12,,22,frc4110,7,5,0,1.16,222,54,111,135,14
22,0,12,,23,frc1510,7,5,0,1.08,141,84,105,120,13
23,0,12,,24,frc3192,8,4,0,1.08,135,74,141,141,13
24,0,12,,25,frc6831,8,4,0,1,189,54,132,168,12
25,0,12,,26,frc2374,7,5,0,1,177,86,108,129,12
26,0,12,,27,frc5977,8,4,0,1,144,44,117,102,12
27,0,12,,28,frc4662,7,5,0,0.91,189,60,111,162,11
28,0,12,,29,frc5970,7,4,1,0.91,183,74,108,123,11
29,0,12,,30,frc4127,8,3,1,0.91,150,46,117,150,11
30,0,12,,31,frc1571,7,4,1,0.91,144,68,114,153,11
31,0,12,,32,frc568,8,4,0,0.83,171,72,102,120,10
32,0,12,,33,frc3673,9,2,1,0.66,156,48,138,147,8
33,0,12,,34,frc2411,10,2,0,0.66,141,52,126,117,8
34,0,12,,35,frc2635,9,2,1,0.58,186,44,105,108,7
35,0,12,,36,frc4051,10,2,0,0.58,168,38,126,141,7
0,0,12,,1,frc1540,0,12,0,3,270,150,216,153,36
1,0,12,,2,frc6443,2,10,0,2.58,129,116,213,156,31
2,0,12,,3,frc2733,1,10,1,2.41,150,140,174,111,29
3,0,12,,4,frc3711,4,8,0,2.25,210,76,213,135,27
4,0,12,,5,frc4043,2,10,0,2.16,192,172,165,156,26
5,0,12,,6,frc997,2,10,0,2.08,204,74,138,150,25
6,0,12,,7,frc1425,4,8,0,2.08,156,58,183,135,25
7,0,12,,8,frc4057,6,5,1,1.83,120,154,192,105,22
8,0,12,,9,frc7034,5,7,0,1.66,183,80,144,120,20
9,0,12,,10,frc2990,4,8,0,1.58,240,76,114,102,19
10,0,12,,11,frc2915,4,8,0,1.58,186,84,135,114,19
11,0,12,,12,frc847,5,7,0,1.5,186,92,126,117,18
12,0,12,,13,frc5085,5,6,1,1.5,177,68,138,111,18
13,0,12,,14,frc6343,4,7,1,1.41,183,104,108,114,17
14,0,12,,15,frc957,5,7,0,1.41,153,88,129,141,17
15,0,12,,16,frc6696,5,6,1,1.41,108,66,114,102,17
16,0,12,,17,frc3636,5,6,1,1.33,177,56,123,126,16
17,0,12,,18,frc6445,5,6,1,1.25,204,76,105,114,15
18,0,12,,19,frc4692,7,5,0,1.25,198,62,150,150,15
19,0,12,,20,frc4125,6,6,0,1.25,144,86,135,135,15
20,0,12,,21,frc753,6,6,0,1.25,138,58,117,111,15
21,0,12,,22,frc6845,6,5,1,1.16,192,96,135,144,14
22,0,12,,23,frc5198,6,6,0,1.16,135,56,102,138,14
23,0,12,,24,frc5468,7,5,0,1.16,129,122,114,111,14
24,0,12,,25,frc2550,8,4,0,1.08,117,108,132,147,13
25,0,12,,26,frc7032,7,5,0,1.08,93,44,123,93,13
26,0,12,,27,frc3131,8,4,0,1,120,46,105,126,12
27,0,12,,28,frc4051,7,4,1,1,111,52,114,117,12
28,0,12,,29,frc3223,8,4,0,0.91,177,72,108,108,11
29,0,12,,30,frc6831,8,4,0,0.91,120,74,117,114,11
30,0,12,,31,frc1359,8,4,0,0.91,105,56,96,99,11
31,0,12,,32,frc3673,7,4,1,0.91,99,48,105,135,11
32,0,12,,33,frc2811,9,2,1,0.83,111,58,120,108,10
33,0,12,,34,frc3024,9,3,0,0.75,108,62,117,111,9
34,0,12,,35,frc955,10,2,0,0.66,120,50,102,99,8
35,0,12,,36,frc5977,8,3,1,0.66,114,56,81,78,8
36,0,12,,37,frc7204,9,3,0,0.66,72,50,105,90,8
37,0,12,,38,frc7448,10,2,0,0.5,84,26,87,96,6
0,0,12,,1,frc2607,3,9,0,2.75,339,182,198,171,33
1,0,12,,2,frc2590,1,11,0,2.75,336,146,204,174,33
2,0,12,,3,frc1807,2,10,0,2.66,336,188,216,150,32
3,0,12,,4,frc1391,3,9,0,2.33,291,130,192,174,28
4,0,12,,5,frc303,4,8,0,2.25,306,156,198,168,27
5,0,12,,6,frc1640,4,7,1,2.16,291,156,189,165,26
6,0,12,,7,frc1218,5,6,1,2.08,285,118,228,156,25
7,0,12,,8,frc224,3,7,2,2.08,213,152,198,171,25
8,0,12,,9,frc5404,5,7,0,2,303,112,186,156,24
9,0,12,,10,frc5401,5,7,0,1.91,315,180,210,162,23
10,0,12,,11,frc2016,5,6,1,1.91,279,112,210,171,23
11,0,12,,12,frc708,6,6,0,1.91,243,146,207,168,23
12,0,12,,13,frc321,6,6,0,1.75,321,146,195,168,21
13,0,12,,14,frc1089,5,6,1,1.75,264,144,183,171,21
14,0,12,,15,frc555,5,6,1,1.66,288,118,180,153,20
15,0,12,,16,frc316,6,6,0,1.58,294,136,162,174,19
16,0,12,,17,frc2554,7,5,0,1.58,288,104,195,177,19
17,0,12,,18,frc219,6,6,0,1.58,285,152,171,162,19
18,0,12,,19,frc272,7,5,0,1.5,318,124,189,147,18
19,0,12,,20,frc4637,6,5,1,1.5,300,118,147,135,18
20,0,12,,21,frc341,6,5,1,1.5,291,146,195,147,18
21,0,12,,22,frc5624,7,5,0,1.41,267,116,183,159,17
22,0,12,,23,frc4573,8,4,0,1.33,300,104,177,159,16
23,0,12,,24,frc204,7,4,1,1.33,204,88,162,165,16
24,0,12,,25,frc5490,7,5,0,1.25,264,102,144,138,15
25,0,12,,26,frc4361,7,4,1,1.25,228,78,168,147,15
26,0,12,,27,frc7877,8,4,0,1.16,237,76,147,147,14
27,0,12,,28,frc7599,9,3,0,1,258,120,156,153,12
28,0,12,,29,frc2180,9,3,0,1,246,102,162,165,12
29,0,12,,30,frc87,9,3,0,1,240,84,150,174,12
30,0,12,,31,frc6808,9,2,1,1,228,112,168,141,12
0,0,10,,1,frc1708,1,8,1,2.4,261,100,141,141,24
1,0,10,,2,frc3954,2,7,1,2.4,225,100,180,132,24
2,0,10,,3,frc48,3,7,0,2.4,195,100,189,120,24
3,0,10,,4,frc379,2,7,1,2,234,116,123,123,20
4,0,10,,5,frc3324,2,8,0,1.9,285,166,129,105,19
5,0,10,,6,frc3504,5,5,0,1.9,198,102,180,117,19
6,0,10,,7,frc2053,4,5,1,1.8,210,66,147,117,18
7,0,10,,8,frc102,3,7,0,1.8,177,76,120,132,18
8,0,10,,9,frc3201,2,8,0,1.7,252,106,75,144,17
9,0,10,,10,frc117,4,6,0,1.7,228,102,144,117,17
10,0,10,,11,frc2641,4,5,1,1.7,165,118,144,135,17
11,0,10,,12,frc291,4,4,2,1.7,150,84,132,111,17
12,0,10,,13,frc7274,4,6,0,1.6,222,96,114,126,16
13,0,10,,14,frc5811,4,6,0,1.6,219,124,105,132,16
14,0,10,,15,frc6032,4,6,0,1.6,213,134,114,117,16
15,0,10,,16,frc337,4,5,1,1.6,141,118,138,129,16
16,0,10,,17,frc63,4,5,1,1.6,141,96,147,129,16
17,0,10,,18,frc3957,4,5,1,1.5,189,86,129,123,15
18,0,10,,19,frc4145,3,6,1,1.5,180,72,99,135,15
19,0,10,,20,frc4085,3,5,2,1.5,171,74,117,132,15
20,0,10,,21,frc4150,5,5,0,1.4,258,122,120,120,14
21,0,10,,22,frc144,4,6,0,1.4,252,118,114,138,14
22,0,10,,23,frc4780,5,5,0,1.4,231,70,114,123,14
23,0,10,,24,frc3492,5,5,0,1.4,228,82,105,138,14
24,0,10,,25,frc5842,3,5,2,1.4,207,82,96,123,14
25,0,10,,26,frc4027,6,4,0,1.4,198,88,141,105,14
26,0,10,,27,frc4467,5,3,2,1.2,201,74,102,135,12
27,0,10,,28,frc2051,7,3,0,1.2,138,126,132,138,12
28,0,10,,29,frc2656,5,5,0,1.1,189,84,78,141,11
29,0,10,,30,frc7165,5,4,1,1.1,177,108,96,147,11
30,0,10,,31,frc7670,5,3,2,1.1,177,48,111,138,11
31,0,10,,32,frc4049,7,3,0,1.1,159,84,144,120,11
32,0,10,,33,frc7460,6,4,0,1,201,72,96,141,10
33,0,10,,34,frc4991,5,3,2,1,189,90,78,132,10
34,1,10,,35,frc4269,4,5,0,1,180,106,78,117,10
35,0,10,,36,frc5740,6,4,0,1,177,82,105,117,10
36,0,10,,37,frc156,6,2,2,1,135,130,111,135,10
37,0,10,,38,frc1787,5,3,2,0.9,228,96,93,132,9
38,0,10,,39,frc3062,6,4,0,0.9,219,82,102,123,9
39,0,10,,40,frc4547,6,4,0,0.9,159,72,90,132,9
40,0,10,,41,frc3260,8,2,0,0.8,204,80,105,132,8
41,0,10,,42,frc4050,8,1,1,0.8,198,80,102,129,8
42,0,10,,43,frc677,6,3,1,0.8,168,86,102,144,8
43,0,10,,44,frc7515,7,2,1,0.7,153,56,105,126,7
44,0,10,,45,frc1743,8,1,1,0.5,150,70,90,102,5
0,0,12,,1,frc2539,1,10,1,2.75,189,94,213,141,33
1,0,12,,2,frc103,2,9,1,2.66,213,86,201,129,32
2,0,12,,3,frc4454,3,9,0,2.16,165,52,156,129,26
3,0,12,,4,frc6226,4,8,0,2.08,192,94,177,129,25
4,0,12,,5,frc3974,5,7,0,2,144,64,189,141,24
5,0,12,,6,frc5895,3,9,0,1.91,228,100,159,144,23
6,0,12,,7,frc1807,5,7,0,1.83,246,100,162,117,22
7,0,12,,8,frc709,6,6,0,1.83,216,56,198,165,22
8,0,12,,9,frc5181,4,7,1,1.83,201,72,153,162,22
9,0,12,,10,frc1218,4,7,1,1.83,150,98,135,147,22
10,0,12,,11,frc1647,4,8,0,1.75,147,48,144,144,21
11,0,12,,12,frc5666,4,8,0,1.75,144,76,120,147,21
12,0,12,,13,frc319,4,8,0,1.58,231,86,117,129,19
13,0,12,,14,frc203,5,7,0,1.5,216,70,120,156,18
14,0,12,,15,frc2607,5,7,0,1.5,192,66,132,153,18
15,0,12,,16,frc5684,5,7,0,1.41,225,78,126,120,17
16,0,12,,17,frc2559,6,6,0,1.41,195,60,102,162,17
17,0,12,,18,frc4285,6,6,0,1.41,177,48,120,153,17
18,0,12,,19,frc7414,6,6,0,1.41,144,98,138,129,17
19,0,12,,20,frc5401,6,6,0,1.25,213,72,132,153,15
20,0,12,,21,frc4373,7,5,0,1.25,210,80,123,126,15
21,0,12,,22,frc1391,7,5,0,1.25,192,60,141,123,15
22,0,12,,23,frc5457,6,6,0,1.25,189,62,114,123,15
23,0,12,,24,frc2234,7,4,1,1.25,159,52,156,105,15
24,0,12,,25,frc1143,7,5,0,1.16,159,70,129,114,14
25,0,12,,26,frc708,8,4,0,1.08,144,42,141,147,13
26,0,12,,27,frc2458,7,5,0,1.08,135,60,102,120,13
27,0,12,,28,frc6921,7,5,0,1,162,52,99,126,12
28,0,12,,29,frc6808,8,3,1,1,162,50,138,114,12
29,0,12,,30,frc816,8,4,0,0.83,159,50,117,114,10
30,0,12,,31,frc3929,9,3,0,0.83,129,64,120,117,10
31,0,12,,32,frc6943,10,2,0,0.75,147,40,129,114,9
32,0,12,,33,frc2095,9,3,0,0.75,120,68,117,117,9
33,0,12,,34,frc4652,9,3,0,0.75,111,62,117,144,9
34,0,12,,35,frc293,10,2,0,0.58,141,52,105,126,7
0,0,12,,1,frc2539,2,10,0,2.5,318,116,210,150,30
1,0,12,,2,frc5404,3,8,1,2.41,294,106,216,162,29
2,0,12,,3,frc103,2,9,1,2.33,285,122,213,132,28
3,0,12,,4,frc2168,4,8,0,2.25,294,142,189,165,27
4,0,12,,5,frc747,4,8,0,2.08,222,110,198,150,25
5,0,12,,6,frc3974,5,7,0,2.08,207,80,228,141,25
6,0,12,,7,frc1218,5,7,0,2,255,96,210,159,24
