delete,dq,matches_played,qual_average,rank,team_key,losses,wins,ties,ranking_score,cargo,hatch,hab,sandstorm_bonus,ranking_points
46,0,10,,47,frc5678,7,3,0,0.8,147,52,93,105,8
47,2,10,,48,frc1011,5,3,0,0.8,84,30,60,99,8
48,0,10,,49,frc6413,7,3,0,0.8,75,48,66,90,8
49,0,10,,50,frc1622,8,2,0,0.7,168,64,105,99,7
50,0,10,,51,frc2840,8,2,0,0.7,78,84,99,99,7
51,0,10,,52,frc1165,8,2,0,0.6,114,50,93,111,6
52,0,10,,53,frc1828,8,2,0,0.4,117,74,75,111,4
0,0,12,,1,frc2478,1,11,0,2.91,303,146,216,168,35
1,0,12,,2,frc2403,2,10,0,2.75,222,146,192,147,33
2,0,12,,3,frc6352,4,8,0,2.16,195,104,186,138,26
3,0,12,,4,frc7620,4,8,0,2.16,186,200,192,144,26
4,0,12,,5,frc4183,3,9,0,2.08,282,86,171,138,25
5,0,12,,6,frc1212,3,9,0,2,234,86,135,153,24
6,0,12,,7,frc3019,3,9,0,1.91,225,142,132,162,23
7,0,12,,8,frc6479,5,7,0,1.91,144,142,162,147,23
8,0,12,,9,frc1662,5,6,1,1.83,216,128,168,159,22
9,0,12,,10,frc7755,3,8,1,1.83,156,68,144,162,22
10,0,12,,11,frc2840,4,8,0,1.75,189,96,135,135,21
11,0,12,,12,frc2449,4,8,0,1.75,171,104,120,162,21
12,0,12,,13,frc6833,3,8,1,1.66,228,60,129,165,20
13,0,12,,14,frc498,4,8,0,1.58,240,144,111,144,19
14,0,12,,15,frc6674,5,7,0,1.5,201,102,135,141,18
15,0,12,,16,frc7017,6,6,0,1.5,153,90,147,138,18
16,0,12,,17,frc7547,5,7,0,1.5,93,124,135,141,18
17,0,12,,18,frc4565,5,7,0,1.41,285,118,117,165,17
18,0,12,,19,frc1492,5,7,0,1.41,186,128,135,156,17
19,0,12,,20,frc6656,6,6,0,1.33,165,86,111,162,16
20,0,12,,21,frc3187,5,7,0,1.25,156,116,114,150,15
21,0,12,,22,frc1290,7,5,0,1.25,99,100,120,114,15
22,0,12,,23,frc1165,6,6,0,1.16,195,134,114,120,14
23,0,12,,24,frc2662,7,5,0,1.16,186,104,123,144,14
24,0,12,,25,frc4146,6,6,0,1.16,180,138,111,126,14
25,0,12,,26,frc3133,6,6,0,1.16,165,124,111,132,14
26,0,12,,27,frc3889,6,5,1,1.16,141,96,123,144,14
27,0,12,,28,frc4111,7,5,0,1.16,81,60,108,150,14
28,0,12,,29,frc7214,7,5,0,1.08,165,90,114,150,13
29,0,12,,30,frc2647,7,5,0,1.08,129,114,138,159,13
30,0,12,,31,frc3944,7,5,0,1,138,140,105,150,12
31,0,12,,32,frc2844,8,4,0,1,111,80,123,147,12
32,0,12,,33,frc3577,8,4,0,1,87,100,117,141,12
33,0,12,,34,frc6372,8,4,0,0.91,138,78,108,168,11
34,0,12,,35,frc3853,8,4,0,0.83,180,76,84,132,10
35,0,12,,36,frc6530,9,3,0,0.83,108,120,138,117,10
36,0,12,,37,frc7703,9,2,1,0.66,168,110,117,156,8
37,0,12,,38,frc4496,9,3,0,0.58,108,82,111,129,7
38,0,12,,39,frc698,9,2,1,0.5,141,84,87,123,6
39,0,12,,40,frc5465,9,3,0,0.5,99,74,93,126,6
40,0,12,,41,frc1633,10,2,0,0.5,96,68,78,147,6
41,0,12,,42,frc6413,11,1,0,0.25,75,58,81,141,3
0,0,8,,1,frc2478,2,6,0,2.87,216,134,135,111,23
1,0,8,,2,frc6352,1,7,0,2.87,147,126,156,108,23
2,0,8,,3,frc2403,2,6,0,2.62,153,86,135,102,21
3,0,8,,4,frc6479,3,5,0,2.5,96,138,147,105,20
4,0,8,,5,frc842,2,6,0,2.37,180,122,108,99,19
5,0,8,,6,frc2486,2,6,0,2.25,147,86,99,108,18
6,0,8,,7,frc7547,2,6,0,2.12,87,62,99,105,17
7,0,8,,8,frc1726,3,5,0,1.75,150,56,105,102,14
8,0,8,,9,frc4183,4,4,0,1.75,129,76,132,93,14
9,0,8,,10,frc4146,3,5,0,1.75,114,80,78,99,14
10,0,8,,11,frc7620,3,5,0,1.75,99,86,99,111,14
11,0,8,,12,frc4565,3,5,0,1.62,153,64,87,120,13
12,0,8,,13,frc6656,3,5,0,1.62,138,52,72,114,13
13,0,8,,14,frc6833,3,5,0,1.62,135,46,93,105,13
14,0,8,,15,frc498,3,5,0,1.62,87,74,87,114,13
15,0,8,,16,frc1492,4,4,0,1.37,171,78,84,111,11
16,0,8,,17,frc2375,4,4,0,1.37,120,66,81,96,11
17,0,8,,18,frc7755,5,3,0,1.25,102,56,87,117,10
18,0,8,,19,frc3577,4,4,0,1.25,63,76,72,108,10
19,0,8,,20,frc1212,5,3,0,1.12,123,68,69,102,9
20,0,8,,21,frc6871,6,2,0,1,108,64,96,117,8
21,0,8,,22,frc60,5,3,0,1,93,66,69,99,8
22,0,8,,23,frc2449,5,3,0,1,60,54,63,102,8
23,0,8,,24,frc3889,6,2,0,0.87,114,50,81,111,7
24,0,8,,25,frc2662,6,2,0,0.87,84,60,78,84,7
25,0,8,,26,frc6413,5,3,0,0.75,99,26,66,99,6
26,0,8,,27,frc3019,7,1,0,0.5,93,38,72,114,4
27,0,8,,28,frc4111,7,1,0,0.5,51,52,69,93,4
28,0,8,,29,frc7897,8,0,0,0.25,45,62,63,117,2
0,0,8,,1,frc4048,1,7,0,2.62,186,102,132,93,21
1,0,8,,2,frc1474,1,7,0,2.5,207,104,123,114,20
2,0,8,,3,frc5943,3,5,0,2.5,207,74,135,114,20
3,0,8,,4,frc2168,2,6,0,2.37,219,122,114,105,19
4,0,8,,5,frc1729,2,6,0,2.37,195,104,120,99,19
5,0,8,,6,frc1100,3,5,0,2.37,192,74,129,99,19
6,0,8,,7,frc2791,2,6,0,2.37,189,104,102,108,19
7,0,8,,8,frc5687,2,6,0,2.37,183,96,120,75,19
8,0,8,,9,frc195,3,5,0,2.25,216,92,135,90,18
9,0,8,,10,frc694,3,5,0,2.25,213,94,135,96,18
10,0,8,,11,frc5813,2,6,0,2.25,186,92,99,72,18
11,0,8,,12,frc7127,3,5,0,2.25,183,68,123,90,18
12,0,8,,13,frc467,2,6,0,2.25,174,90,129,108,18
13,0,8,,14,frc4564,3,5,0,2.25,171,70,153,99,18
14,0,8,,15,frc7407,3,5,0,2.25,168,78,144,102,18
15,0,8,,16,frc5421,2,6,0,2.25,138,84,120,114,18
16,0,8,,17,frc1721,2,6,0,2.25,132,94,111,93,18
17,0,8,,18,frc131,4,3,1,2.12,198,82,129,105,17
18,0,8,,19,frc3467,2,6,0,2.12,195,74,111,105,17
19,0,8,,20,frc1073,2,6,0,2.12,162,72,126,96,17
20,0,8,,21,frc181,3,5,0,2.12,126,104,138,111,17
21,0,8,,22,frc3461,3,5,0,2,207,104,105,120,16
22,0,8,,23,frc4909,4,4,0,2,168,68,141,108,16
23,0,8,,24,frc4041,4,4,0,2,147,82,126,90,16
24,0,8,,25,frc5556,2,5,1,1.87,147,100,102,96,15
25,0,8,,26,frc501,3,5,0,1.75,174,82,102,114,14
26,1,8,,27,frc7462,2,5,0,1.75,132,98,84,96,14
27,1,8,,28,frc3719,3,4,0,1.62,147,80,108,93,13
28,0,8,,29,frc6328,4,4,0,1.5,213,72,99,99,12
29,0,8,,30,frc6401,4,3,1,1.5,144,50,132,96,12
30,0,8,,31,frc157,4,4,0,1.5,138,88,117,84,12
31,0,8,,32,frc190,4,4,0,1.37,150,66,108,102,11
32,0,8,,33,frc3323,4,4,0,1.37,144,64,96,108,11
33,0,8,,34,frc138,5,3,0,1.37,135,56,105,102,11
34,0,8,,35,frc1735,5,3,0,1.37,129,48,117,90,11
35,0,8,,36,frc2262,6,2,0,1.37,123,56,132,102,11
36,0,8,,37,frc2712,5,3,0,1.37,111,104,111,99,11
37,0,8,,38,frc3623,6,2,0,1.37,96,56,126,108,11
38,0,8,,39,frc555,5,3,0,1.25,156,50,87,90,10
39,0,8,,40,frc2084,6,2,0,1.25,132,52,105,72,10
40,0,8,,41,frc1058,5,3,0,1.25,126,64,114,90,10
41,0,8,,42,frc4097,5,2,1,1.12,147,54,99,90,9
42,0,8,,43,frc5030,5,3,0,1.12,96,86,72,108,9
43,0,8,,44,frc172,6,2,0,1.12,84,56,105,90,9
44,0,8,,45,frc121,5,2,1,1,162,66,75,90,8
45,0,8,,46,frc7153,6,2,0,1,132,60,87,87,8
46,0,8,,47,frc126,6,2,0,0.87,174,74,87,96,7
47,0,8,,48,frc4176,6,2,0,0.87,129,60,54,90,7
48,0,8,,49,frc166,6,2,0,0.87,105,104,84,84,7
49,0,8,,50,frc2713,6,2,0,0.87,102,44,87,108,7
50,0,8,,51,frc228,6,2,0,0.75,141,58,66,93,6
51,0,8,,52,frc2877,6,1,1,0.75,126,76,75,93,6
52,0,8,,53,frc1991,7,1,0,0.5,111,56,87,78,4
53,0,8,,54,frc175,8,0,0,0.25,123,52,66,84,2
0,0,11,,1,frc359,1,10,0,2.63,276,94,180,117,29
1,0,11,,2,frc846,2,8,1,2,216,86,132,120,22
2,0,11,,3,frc6485,3,6,2,2,192,70,171,138,22
3,0,11,,4,frc4334,2,8,1,1.72,261,74,102,150,19
4,0,11,,5,frc6364,2,8,1,1.63,255,78,81,99,18
5,0,11,,6,frc7169,4,7,0,1.45,240,94,102,117,16
6,0,11,,7,frc7135,4,7,0,1.45,177,52,108,114,16
7,0,11,,8,frc7498,2,6,3,1.36,243,60,84,132,15
8,0,11,,9,frc6351,3,6,2,1.36,186,60,84,102,15
9,0,11,,10,frc7781,4,6,1,1.27,192,68,99,126,14
10,0,11,,11,frc7170,5,6,0,1.27,189,82,114,114,14
11,0,11,,12,frc7173,4,6,1,1.27,156,54,81,117,14
12,0,11,,13,frc5118,5,5,1,1.27,153,46,117,114,14
13,0,11,,14,frc1452,5,5,1,1.18,177,62,117,105,13
14,0,11,,15,frc7158,4,3,4,1.18,174,60,111,102,13
15,0,11,,16,frc6458,5,5,1,1.18,165,34,108,126,13
16,0,11,,17,frc7167,5,5,1,1.09,204,60,102,120,12
17,0,11,,18,frc6390,5,4,2,1.09,204,48,105,114,12
18,0,11,,19,frc7796,6,5,0,1.09,141,42,93,132,12
19,0,11,,20,frc6408,5,4,2,1,159,68,90,135,11
20,0,11,,21,frc2594,6,5,0,1,144,78,96,111,11
21,0,11,,22,frc4625,6,5,0,1,138,26,90,141,11
22,0,11,,23,frc2438,6,5,0,1,129,40,117,117,11
23,0,11,,24,frc2122,6,5,0,0.9,207,60,87,102,10
24,0,11,,25,frc4627,6,5,0,0.9,198,46,102,123,10
25,0,11,,26,frc7190,6,5,0,0.9,186,46,87,129,10
26,0,11,,27,frc5597,7,4,0,0.9,147,34,90,108,10
27,0,11,,28,frc7688,6,5,0,0.9,129,66,81,117,10
28,0,11,,29,frc6486,6,4,1,0.9,81,48,90,126,10
29,0,11,,30,frc6719,7,3,1,0.81,153,54,105,102,9
30,0,11,,31,frc7787,7,4,0,0.81,141,26,108,120,9
31,0,11,,32,frc2444,8,2,1,0.72,159,46,99,108,8
32,1,11,,33,frc7287,6,4,0,0.72,129,44,66,96,8
33,0,11,,34,frc1482,9,1,1,0.45,153,58,90,120,5
34,0,11,,35,frc7805,8,1,2,0.45,126,46,99,102,5
0,0,6,,1,frc78,0,6,0,3,111,48,102,78,18
1,0,6,,2,frc88,0,6,0,2.5,144,60,57,81,15
2,0,6,,3,frc195,2,4,0,2.16,144,76,78,54,13
3,0,6,,4,frc5846,1,5,0,2.16,108,40,69,78,13
4,0,6,,5,frc125,2,4,0,2,135,62,69,60,12
5,0,6,,6,frc190,2,4,0,2,99,48,78,69,12
6,0,6,,7,frc1965,1,5,0,2,78,28,60,51,12
7,0,6,,8,frc1100,2,3,1,1.83,102,48,66,75,11
8,0,6,,9,frc9997,2,3,1,1.83,84,40,78,75,11
9,0,6,,10,frc5687,2,3,1,1.66,111,76,66,63,10
10,0,6,,11,frc2423,3,3,0,1.66,93,42,87,66,10
11,0,6,,12,frc181,3,3,0,1.33,87,68,45,75,8
12,0,6,,13,frc1768,3,3,0,1.33,78,54,54,57,8
13,0,6,,14,frc6328,3,2,1,1.16,111,24,48,69,7
14,0,6,,15,frc172,3,2,1,1,96,54,45,57,6
15,0,6,,16,frc1761,4,2,0,1,72,10,54,57,6
16,0,6,,17,frc9999,3,2,1,1,66,42,39,42,6
17,0,6,,18,frc9998,3,3,0,1,63,26,24,60,6
18,0,6,,19,frc1153,4,2,0,0.83,93,24,51,69,5
19,0,6,,20,frc6201,5,1,0,0.83,75,38,66,63,5
20,0,6,,21,frc4048,4,2,0,0.83,75,36,48,63,5
21,0,6,,22,frc246,4,2,0,0.83,63,36,39,72,5
22,0,6,,23,frc2877,5,1,0,0.66,93,42,45,54,4
23,0,6,,24,frc5494,5,1,0,0.5,87,36,45,51,3
24,0,6,,25,frc5563,6,0,0,0.33,63,34,45,63,2
0,0,12,,1,frc1678,0,12,0,3.75,348,192,234,147,45
1,0,12,,2,frc2659,4,8,0,2.41,351,172,192,141,29
2,0,12,,3,frc2073,4,8,0,2.33,315,196,159,141,28
3,0,12,,4,frc5012,3,9,0,2.33,306,174,153,162,28
4,0,12,,5,frc1538,4,8,0,2.33,279,176,168,135,28
5,0,12,,6,frc2584,4,8,0,2.16,306,112,174,123,26
6,0,12,,7,frc2658,4,8,0,2.16,285,138,198,132,26
7,0,12,,8,frc589,5,7,0,2.16,270,94,213,138,26
8,0,12,,9,frc3953,6,5,1,2.16,237,90,219,126,26
9,0,12,,10,frc4160,3,9,0,2,228,120,132,171,24
10,0,12,,11,frc4913,4,8,0,2,213,192,159,165,24
11,0,12,,12,frc3759,3,9,0,1.91,306,134,141,123,23
12,0,12,,13,frc3476,6,6,0,1.91,297,182,150,123,23
13,0,12,,14,frc5124,4,8,0,1.83,306,114,159,177,22
14,0,12,,15,frc4123,4,8,0,1.83,273,128,159,168,22
15,0,12,,16,frc5869,6,6,0,1.83,195,104,180,117,22
16,0,12,,17,frc4014,5,7,0,1.66,264,140,117,132,20
17,0,12,,18,frc6060,5,6,1,1.66,231,126,144,129,20
18,0,12,,19,frc399,4,6,2,1.58,282,134,138,138,19
19,0,12,,20,frc702,6,6,0,1.33,297,104,132,159,16
20,0,12,,21,frc968,7,5,0,1.33,258,102,123,144,16
21,0,12,,22,frc6417,8,4,0,1.33,249,122,153,129,16
22,0,12,,23,frc5102,5,6,1,1.33,240,92,147,159,16
23,0,12,,24,frc691,8,4,0,1.33,183,152,147,156,16
24,0,12,,25,frc7778,7,4,1,1.25,234,92,135,144,15
25,0,12,,26,frc6436,7,5,0,1.25,210,176,129,153,15
26,0,12,,27,frc2429,6,5,1,1.25,189,88,126,129,15
27,0,12,,28,frc2493,7,5,0,1.16,231,100,150,162,14
28,0,12,,29,frc980,7,5,0,1.16,198,96,132,165,14
29,0,12,,30,frc5857,9,2,1,1,216,142,120,156,12
30,0,12,,31,frc6072,6,4,2,1,216,96,87,135,12
31,0,12,,32,frc2339,10,2,0,0.91,195,76,150,135,11
32,0,12,,33,frc585,9,3,0,0.91,165,118,126,159,11
33,0,12,,34,frc2637,9,3,0,0.83,237,82,126,159,10
34,0,12,,35,frc7607,8,3,1,0.83,195,86,123,147,10
35,0,12,,36,frc6668,9,2,1,0.75,204,58,135,156,9
36,0,12,,37,frc6957,10,2,0,0.66,216,90,114,129,8
0,0,10,,1,frc5818,2,8,0,2.6,285,150,153,132,26
1,0,10,,2,frc687,4,6,0,2.6,255,114,153,126,26
2,0,10,,3,frc3476,1,8,1,2.5,270,142,153,120,25
3,0,10,,4,frc3309,3,7,0,2.5,255,126,165,105,25
4,0,10,,5,frc5199,2,6,2,2.4,261,148,156,126,24
5,0,10,,6,frc4201,3,6,1,2.3,189,76,183,114,23
6,0,10,,7,frc6560,4,5,1,2.2,192,72,183,123,22
7,0,10,,8,frc4276,4,6,0,2.1,249,100,150,144,21
8,0,10,,9,frc696,3,6,1,2.1,231,84,168,147,21
9,0,10,,10,frc4079,4,6,0,2.1,204,90,171,135,21
10,0,10,,11,frc3647,3,6,1,2,264,138,120,138,20
11,0,10,,12,frc5012,5,5,0,2,258,104,141,144,20
12,0,10,,13,frc2122,5,5,0,1.8,195,80,165,114,18
13,0,10,,14,frc6904,3,6,1,1.7,240,74,129,135,17
14,0,10,,15,frc3473,4,6,0,1.7,231,96,135,144,17
15,0,10,,16,frc294,5,5,0,1.7,180,70,186,126,17
16,0,10,,17,frc399,4,6,0,1.6,234,104,120,117,16
17,0,10,,18,frc2659,4,5,1,1.6,231,92,120,111,16
18,0,10,,19,frc7042,3,7,0,1.6,192,70,114,141,16
19,0,10,,20,frc5966,5,5,0,1.5,225,60,108,129,15
20,0,10,,21,frc2637,4,6,0,1.5,198,62,102,147,15
21,0,10,,22,frc4619,5,5,0,1.5,198,60,120,123,15
22,0,10,,23,frc7157,7,3,0,1.4,141,58,156,126,14
23,0,10,,24,frc6072,6,4,0,1.3,213,66,141,117,13
24,0,10,,25,frc6220,6,4,0,1.3,171,52,144,138,13
25,0,10,,26,frc6535,6,4,0,1.3,165,52,132,114,13
26,0,10,,27,frc1836,6,4,0,1.2,231,118,114,120,12
27,0,10,,28,frc7447,6,3,1,1.2,201,82,129,135,12
28,0,10,,29,frc6960,5,4,1,1.2,171,48,129,126,12
29,0,10,,30,frc597,6,4,0,1.1,138,66,117,126,11
30,0,10,,31,frc4,7,2,1,0.9,198,70,114,132,9
31,0,10,,32,frc7230,7,3,0,0.9,180,62,114,129,9
32,0,10,,33,frc5810,8,2,0,0.9,162,70,129,135,9
33,0,10,,34,frc968,7,3,0,0.8,201,62,111,135,8
34,0,10,,35,frc1138,8,2,0,0.7,210,52,102,141,7
35,0,10,,36,frc4322,9,1,0,0.7,123,48,141,138,7
0,0,10,,1,frc199,2,8,0,2.5,204,76,156,141,25
1,0,10,,2,frc1868,2,8,0,2.4,225,96,162,141,24
2,0,10,,3,frc846,2,8,0,2.2,189,114,141,120,22
3,0,10,,4,frc649,3,7,0,2,195,96,132,123,20
4,0,10,,5,frc6962,2,8,0,1.9,222,78,102,117,19
5,0,10,,6,frc114,3,7,0,1.8,225,102,102,114,18
6,0,10,,7,frc8,2,8,0,1.8,198,66,84,135,18
7,0,10,,8,frc971,3,7,0,1.8,186,50,108,123,18
8,0,10,,9,frc8048,3,7,0,1.7,210,84,105,117,17
9,0,10,,10,frc4904,4,6,0,1.5,171,62,90,123,15
10,0,10,,11,frc4765,4,6,0,1.5,162,76,90,120,15
11,0,10,,12,frc115,4,6,0,1.4,207,80,120,108,14
12,0,10,,13,frc5104,4,6,0,1.4,198,54,93,141,14
13,0,10,,14,frc253,4,6,0,1.4,192,80,81,129,14
14,0,10,,15,frc2489,4,6,0,1.3,174,80,75,126,13
15,0,10,,16,frc6884,5,5,0,1.2,213,70,87,108,12
16,0,10,,17,frc670,5,5,0,1.2,159,68,87,141,12
17,0,10,,18,frc100,5,5,0,1.2,135,60,87,126,12
18,0,10,,19,frc6174,6,4,0,1.1,189,56,123,132,11
19,0,10,,20,frc6418,5,5,0,1.1,174,50,75,129,11
20,0,10,,21,frc668,6,4,0,1.1,150,60,96,126,11
21,0,10,,22,frc2643,6,4,0,1.1,135,70,96,135,11
22,0,10,,23,frc751,5,5,0,1.1,132,62,66,135,11
23,0,10,,24,frc840,6,4,0,1,138,50,90,120,10
24,0,10,,25,frc841,6,4,0,1,129,44,90,132,10
25,0,10,,26,frc3045,6,4,0,1,120,62,99,138,10
26,0,10,,27,frc5419,6,4,0,1,120,42,102,135,10
27,0,10,,28,frc1351,6,4,0,0.9,168,72,78,114,9
28,0,10,,29,frc7777,6,4,0,0.9,138,32,84,123,9
29,0,10,,30,frc7468,8,2,0,0.9,129,58,129,114,9
30,0,10,,31,frc4255,7,3,0,0.8,123,34,90,117,8
31,0,10,,32,frc6822,7,3,0,0.6,156,40,75,123,6
32,0,10,,33,frc4159,7,3,0,0.6,129,40,54,129,6
33,0,10,,34,frc4186,8,2,0,0.6,99,68,78,123,6
34,0,10,,35,frc1967,8,2,0,0.5,162,46,60,126,5
35,0,10,,36,frc5430,10,0,0,0.1,120,44,69,87,1
0,0,11,,1,frc4414,2,9,0,2.63,225,132,132,144,29
1,0,11,,2,frc5818,3,8,0,2.54,285,126,162,132,28
2,0,11,,3,frc5199,2,9,0,2.54,255,148,144,117,28
3,0,11,,4,frc2584,4,7,0,2,213,64,153,147,22
4,0,11,,5,frc3759,5,6,0,1.81,165,56,138,135,20
5,0,11,,6,frc3863,5,6,0,1.72,189,120,123,114,19
6,0,11,,7,frc2584B,4,7,0,1.63,201,86,99,126,18
7,0,11,,8,frc4,5,6,0,1.63,177,70,111,132,18
8,0,11,,9,frc2659,5,6,0,1.54,258,106,135,102,17
9,0,11,,10,frc4414B,5,6,0,1.54,213,86,99,144,17
10,0,11,,11,frc2102,6,5,0,1.54,201,66,120,126,17
11,0,11,,12,frc691,5,6,0,1.45,141,122,84,126,16
12,0,11,,13,frc7327,6,5,0,1.36,207,102,111,144,15
13,0,11,,14,frc3925,6,5,0,1.36,204,92,114,117,15
14,0,11,,15,frc7326,7,4,0,1.18,183,72,75,105,13
15,0,11,,16,frc2102B,7,4,0,1.18,153,74,105,129,13
16,0,11,,17,frc3863B,8,3,0,1,180,88,120,111,11
17,0,11,,18,frc3328,7,4,0,1,147,112,54,114,11
18,0,11,,19,frc6821,6,5,0,0.9,219,82,51,132,10
19,0,11,,20,frc599,8,3,0,0.81,174,76,102,129,9
20,0,11,,21,frc980,9,2,0,0.72,174,78,84,114,8
0,0,9,,1,frc1323,0,9,0,3.88,303,140,171,114,35
1,0,9,,2,frc1678,1,8,0,3.33,231,132,135,117,30
2,0,9,,3,frc973,1,8,0,2.77,237,112,156,123,25
3,0,9,,4,frc2551,1,8,0,2.22,225,98,111,111,20
4,0,9,,5,frc7663,1,8,0,2.11,225,86,90,126,19
5,0,9,,6,frc2839,3,6,0,2.11,177,72,135,123,19
6,0,9,,7,frc3598,3,6,0,2.11,147,72,147,111,19
7,0,9,,8,frc6918,2,7,0,2,216,74,120,117,18
8,0,9,,9,frc5507,4,5,0,2,195,74,153,102,18
9,0,9,,10,frc4643,2,7,0,1.88,177,82,102,117,17
10,0,9,,11,frc4135,2,7,0,1.88,156,80,105,117,17
11,0,9,,12,frc2085,4,5,0,1.77,216,78,129,108,16
12,0,9,,13,frc701,2,7,0,1.77,189,66,84,114,16
13,0,9,,14,frc5496,4,5,0,1.77,180,70,126,96,16
14,0,9,,15,frc6657,3,6,0,1.66,219,88,102,117,15
15,0,9,,16,frc5419,5,4,0,1.66,177,108,129,111,15
16,0,9,,17,frc7137,5,4,0,1.66,174,74,111,99,15
17,0,9,,18,frc5871,4,5,0,1.66,147,62,120,120,15
18,0,9,,19,frc7529,4,5,0,1.55,210,68,93,111,14
19,0,9,,20,frc4698,3,6,0,1.55,201,90,81,120,14
20,0,9,,21,frc6358,4,5,0,1.55,192,42,96,114,14
21,0,9,,22,frc3482,4,5,0,1.55,144,42,108,96,14
22,0,9,,23,frc3880,4,5,0,1.55,129,86,99,117,14
23,0,9,,24,frc3669,4,5,0,1.55,126,42,111,123,14
24,0,9,,25,frc1458,5,4,0,1.44,204,84,105,102,13
25,0,9,,26,frc199,6,3,0,1.44,180,68,120,126,13
26,0,9,,27,frc5875,5,4,0,1.44,153,78,99,99,13
27,0,9,,28,frc6662,4,5,0,1.44,150,54,105,114,13
28,0,9,,29,frc4904,5,4,0,1.33,189,96,78,132,12
29,0,9,,30,frc6174,4,5,0,1.33,189,56,78,117,12
30,0,9,,31,frc1056,3,6,0,1.33,177,72,84,129,12
31,0,9,,32,frc2367,4,5,0,1.33,165,58,84,123,12
32,0,9,,33,frc5250,5,4,0,1.33,144,48,87,81,12
33,0,9,,34,frc5274,5,4,0,1.22,186,54,102,114,11
34,0,9,,35,frc6305,5,4,0,1.22,153,62,90,108,11
35,0,9,,36,frc5430,6,3,0,1.22,138,64,99,81,11
36,0,9,,37,frc5940,4,5,0,1.22,132,86,78,102,11
37,0,9,,38,frc5027,5,4,0,1.22,129,64,87,108,11
38,0,9,,39,frc6474,5,4,0,1.11,222,76,111,105,10
39,0,9,,40,frc2204,5,4,0,1.11,186,48,99,108,10
40,0,9,,41,frc100,6,3,0,1.11,177,76,117,120,10
41,0,9,,42,frc6883,5,4,0,1.11,144,64,75,105,10
42,0,9,,43,frc6644,4,5,0,1.11,141,52,60,99,10
43,0,9,,44,frc5480,7,2,0,1,189,58,93,129,9
44,0,9,,45,frc2473,6,3,0,1,168,70,84,93,9
45,0,9,,46,frc7870,6,3,0,1,138,54,96,111,9
46,0,9,,47,frc3189,6,3,0,1,132,36,117,105,9
47,0,9,,48,frc3257,6,3,0,1,117,66,114,120,9
48,0,9,,49,frc1072,5,4,0,0.88,201,96,54,123,8
49,0,9,,50,frc5458,6,3,0,0.88,195,82,93,132,8
50,0,9,,51,frc3250,7,2,0,0.88,117,74,114,96,8
51,0,9,,52,frc7802,6,3,0,0.88,117,50,90,108,8
52,0,9,,53,frc2141,6,3,0,0.77,171,48,75,111,7
53,0,9,,54,frc6981,6,3,0,0.77,135,40,78,114,7
54,0,9,,55,frc3859,7,2,0,0.66,177,78,75,108,6
55,0,9,,56,frc6238,6,3,0,0.66,144,34,57,99,6
56,0,9,,57,frc7229,7,2,0,0.55,156,66,81,102,5
57,0,9,,58,frc6612,9,0,0,0.33,129,42,72,96,3
58,0,9,,59,frc6619,9,0,0,0.11,120,44,63,93,1
0,0,12,,1,frc4414,2,10,0,2.5,255,116,165,144,30
1,0,12,,2,frc359,3,9,0,2.16,219,102,171,129,26
2,0,12,,3,frc2576,3,9,0,2.08,288,106,129,162,25
3,0,12,,4,frc4415,4,8,0,2.08,249,70,186,114,25
4,1,12,,5,frc2102,3,8,0,2.08,231,62,177,114,25
5,0,12,,6,frc4738,2,9,1,1.83,180,80,111,159,22
6,0,12,,7,frc3647,3,8,1,1.75,273,118,123,150,21
7,0,12,,8,frc8,2,9,1,1.75,186,102,93,150,21
8,0,12,,9,frc2945,4,8,0,1.66,255,60,126,129,20
9,0,12,,10,frc3256,4,8,0,1.66,234,56,108,102,20
10,0,12,,11,frc3255,6,6,0,1.66,219,76,183,114,20
11,0,12,,12,frc5137,3,8,1,1.66,207,78,135,141,20
12,0,12,,13,frc1159,4,8,0,1.58,222,72,123,126,19
13,0,12,,14,frc192,5,7,0,1.58,219,62,138,123,19
14,0,12,,15,frc114,4,7,1,1.5,252,72,120,120,18
15,0,12,,16,frc6560,7,4,1,1.5,186,56,168,126,18
16,0,12,,17,frc5474,5,7,0,1.41,168,36,108,129,17
17,0,12,,18,frc5025,6,6,0,1.33,219,94,138,120,16
18,0,12,,19,frc6948,6,6,0,1.25,270,94,147,114,15
19,0,12,,20,frc399,6,5,1,1.25,174,70,120,141,15
20,0,12,,21,frc3328,7,5,0,1.16,192,60,114,114,14
21,0,12,,22,frc3341,7,4,1,1.08,243,86,108,117,13
22,0,12,,23,frc7426,6,5,1,1.08,237,106,120,132,13
23,0,12,,24,frc2543,7,5,0,1.08,219,74,114,123,13
24,0,12,,25,frc5059,7,5,0,1.08,213,60,126,102,13
25,1,12,,26,frc3021,6,4,1,1.08,198,44,105,102,13
26,0,12,,27,frc1661,8,4,0,1.08,171,60,129,123,13
27,0,12,,28,frc5526,8,4,0,1,177,72,102,132,12
28,0,12,,29,frc2984,9,3,0,1,150,54,141,108,12
29,0,12,,30,frc4984,8,4,0,0.91,189,68,93,111,11
30,0,12,,31,frc5199,8,4,0,0.91,180,68,96,114,11
31,0,12,,32,frc6918,10,2,0,0.58,201,58,108,108,7
32,0,12,,33,frc7137,10,2,0,0.58,186,34,105,120,7
